Roll_No,Name,Gender,Semester,Branch,Attandance,Maths,DS,OS,DBMS,AI,Study_houre,Final_Percentage,Performance_Label,Father_Name,Mother_Name,Blood_Group,Date_of_Birth,Age,City,Address,Pincode,State,Country,Participant,Mobile_Number,Email_ID,Game
RGPV0098,Dishani Thakur,Male,6th,AIML,84,74,92,44,80,98,6,77.6,Excellent,Piya Borde,Faiyaz Dixit,A+,31-03-2000,20,Nagpur,"House No. 454, Sadar, Nagpur",356806,Maharashtra,India,Yes,2277601784,xgara@yahoo.com,Cricket
RGPV0099,Ahana  Rastogi,Male,6th,CSE,95,40,76,67,83,82,5,69.6,Average,Azad Sarin,Zaina Behl,O+,27-06-2005,19,Kanpur,"House No. 449, Kidwai Nagar, Kanpur",758370,Uttar Pradesh,India,No,7754307267,badalbobal@vohra.com,
RGPV0100,Ryan Bora,Male,6th,DS,96,59,96,69,49,41,5,62.8,Average,Biju Sinha,Ivana Saran,A-,03-07-2001,20,Indore,"House No. 449, Palasia, Indore",963425,Madhya Pradesh,India,No,8646689994,qmall@hotmail.com,Badminton
RGPV0101,Siya Malhotra,Female,6th,AIDS,64,63,93,98,44,94,6,78.4,Excellent,Yuvraj  Upadhyay,Inaaya  Chaudhary,B-,27-12-2002,20,Indore,"House No. 402, Vijay Nagar, Indore",168870,Madhya Pradesh,India,No,6121655456,jdugar@gala-deo.info,
RGPV0102,Alisha Yogi,Female,6th,DS,88,55,41,52,66,63,4,55.4,Poor,Ranbir Khatri,Zeeshan Dash,B-,19-05-2005,19,Pune,"House No. 48, Viman Nagar, Pune",229506,Maharashtra,India,No,9746284809,ydube@gmail.com,Chess
RGPV0103,Tushar Cheema,Female,6th,DS,84,51,91,92,47,46,5,65.4,Average,Gokul Chopra,Adah Rajagopal,O-,26-12-2001,21,Indore,"House No. 214, Rajendra Nagar, Indore",617546,Madhya Pradesh,India,Yes,4799938837,bhavin94@dani-lall.info,Kabaddi
RGPV0104,Saanvi Yadav,Female,6th,AIDS,82,84,40,87,46,95,6,70.4,Average,Yuvaan Barad,Jayan Hora,O-,19-09-2001,20,Madurai,"House No. 392, KK Nagar, Madurai",643181,Tamil Nadu,India,No,5403580026,shlok79@srivastava.com,Cricket
RGPV0105,Anya Dewan,Female,6th,CSIT,62,60,45,73,42,56,4,55.2,Poor,Jayesh Swaminathan,Jivin Kara,AB+,02-04-2004,19,Madurai,"House No. 923, Anna Nagar, Madurai",391331,Tamil Nadu,India,Yes,9307329899,indranil32@khare-bali.info,
RGPV0106,Mannat Hans,Female,6th,CSE,65,67,47,98,79,53,5,68.8,Average,Sumer Badal,Samar Ramanathan,B-,25-01-2002,21,Ludhiana,"House No. 785, Dugri, Ludhiana",825613,Punjab,India,Yes,6615651728,neelofar16@yahoo.com,Cricket
RGPV0107,Kiara Upadhyay,Female,6th,CSE,93,91,62,62,59,67,5,68.2,Average,Madhup Mani,Renee Dass,A-,23-08-2004,20,Gaya,"House No. 205, AP Colony, Gaya",556172,Bihar,India,Yes,8829778855,siyarao@bains-sunder.com,Kabaddi
RGPV0108,Renee Warrior,Male,6th,AIML,75,93,96,43,81,80,6,78.6,Excellent,Baiju Amble,Shanaya Barman,O+,03-04-2007,19,Coimbatore,"House No. 702, RS Puram, Coimbatore",380020,Tamil Nadu,India,Yes,2383827401,amira04@vaidya.com,
RGPV0109,Samaira Maharaj,Male,6th,AIML,73,84,78,54,69,43,5,65.6,Average,Shray Bala,Ishaan Dada,B+,13-10-2005,21,Nagpur,"House No. 651, Sadar, Nagpur",681305,Maharashtra,India,No,3707507802,sgara@gmail.com,Kabaddi
RGPV0110,Eva Chad,Female,6th,AIDS,81,76,88,74,40,58,5,67.2,Average,Miraya Jani,Samar Kala,AB-,06-03-2003,19,Jabalpur,"House No. 264, Napier Town, Jabalpur",800170,Madhya Pradesh,India,Yes,7312291357,brahmbhatttanya@yahoo.com,Chess
RGPV0111,Ryan Chada,Female,6th,CSIT,68,46,79,53,82,98,6,71.6,Average,Ira Venkatesh,Aarav Kannan,O-,16-11-2007,19,Ludhiana,"House No. 720, Sarabha Nagar, Ludhiana",591938,Punjab,India,No,1128430714,lkhare@yahoo.com,
RGPV0112,Shray Lata,Male,6th,AIML,83,88,66,90,88,72,7,80.8,Excellent,Eshani Upadhyay,Hunar Bajwa,O-,21-03-2003,21,Indore,"House No. 329, Vijay Nagar, Indore",680850,Madhya Pradesh,India,Yes,3488760784,sachdevraghav@gmail.com,Football
RGPV0113,Yashvi Tiwari,Male,6th,CSIT,63,71,58,42,72,50,4,58.6,Poor,Farhan Lala,Urvi Ahuja,AB-,17-02-2004,20,Kanpur,"House No. 115, Kidwai Nagar, Kanpur",454635,Uttar Pradesh,India,No,4283951479,ravalmamooty@edwin.com,Cricket
RGPV0114,Tara Mallick,Female,6th,DS,73,78,42,69,95,44,5,65.6,Average,Darshit Kannan,Suhana Zacharia,B+,26-06-2002,19,Bhopal,"House No. 525, Kolar Road, Bhopal",138146,Madhya Pradesh,India,No,8369303457,ela71@gmail.com,Kabaddi
RGPV0115,Riya Bajaj,Male,6th,DS,96,50,67,40,41,55,4,50.6,Poor,Oorja Malhotra,Ritvik Sandhu,AB+,18-04-2004,21,Gaya,"House No. 323, AP Colony, Gaya",328323,Bihar,India,Yes,9915934248,ravijhanvi@bhat-thakur.com,Kabaddi
RGPV0116,Himmat Issac,Male,6th,AIDS,68,69,91,98,82,79,7,83.8,Excellent,Pihu Thaker,Shanaya Bala,A-,03-04-2007,20,Indore,"House No. 76, Vijay Nagar, Indore",543212,Madhya Pradesh,India,Yes,8191727460,bhattiyakshit@bhat.com,
RGPV0117,Alia Rau,Male,6th,AIML,62,43,67,51,48,69,4,55.6,Poor,Advik Ramakrishnan,Amani Banerjee,AB-,24-08-2003,20,Pune,"House No. 315, Hinjewadi, Pune",489157,Maharashtra,India,Yes,4666148993,auroralavanya@edwin-yadav.com,Cricket
RGPV0118,Ishaan Upadhyay,Male,6th,DS,95,60,51,92,90,75,6,73.6,Average,Ira Ramachandran,Tanya Choudhury,O-,18-04-2001,19,Varanasi,"House No. 476, Bhelupur, Varanasi",323709,Uttar Pradesh,India,Yes,125058479,kalemadhav@hotmail.com,Badminton
RGPV0119,Zara Reddy,Female,6th,AIDS,96,42,63,51,71,72,4,59.8,Poor,Vritika Zachariah,Kanav Sarkar,A+,16-03-2005,20,Jodhpur,"House No. 542, Paota, Jodhpur",792143,Rajasthan,India,Yes,3536990906,bwali@hotmail.com,Badminton
RGPV0120,Sana Wagle,Male,6th,DS,74,91,42,69,73,54,5,65.8,Average,Baiju Subramaniam,Divij Lad,A-,08-06-2007,19,Jodhpur,"House No. 546, Ratanada, Jodhpur",118029,Rajasthan,India,Yes,2618683709,ashukla@zacharia-dutt.net,Cricket
RGPV0121,Nitara Zacharia,Male,6th,DS,98,71,57,52,91,76,5,69.4,Average,Samiha Din,Vaibhav Sagar,AB-,03-03-2001,19,Udaipur,"House No. 454, Shobhagpura, Udaipur",276191,Rajasthan,India,Yes,5686129780,krishmann@kaur.com,Football
RGPV0122,Anahi Bhatti,Male,6th,DS,71,52,56,84,46,47,4,57,Poor,Ranbir Basak,Yashvi Rege,O+,21-01-2004,19,Nagpur,"House No. 147, Sitabuldi, Nagpur",444283,Maharashtra,India,Yes,7699896287,bordeprerak@yahoo.com,
RGPV0123,Siya Rastogi,Male,6th,AIDS,99,78,72,97,90,43,6,76,Excellent,Misha Jani,Kiaan Sibal,O+,30-04-2007,19,Lucknow,"House No. 933, Aliganj, Lucknow",500118,Uttar Pradesh,India,Yes,8551106655,aaina00@gmail.com,Kabaddi
RGPV0124,Ela Sani,Female,6th,AIML,88,86,65,89,87,87,7,82.8,Excellent,Dishani Konda,Charvi Mangat,A+,27-12-2007,21,Indore,"House No. 377, Vijay Nagar, Indore",83338,Madhya Pradesh,India,Yes,5552580429,saira89@jain-bora.biz,Chess
RGPV0125,Reyansh Ahluwalia,Male,6th,DS,64,71,43,54,69,69,5,61.2,Average,Jayant Balakrishnan,Zain Barad,O-,28-02-2001,19,Surat,"House No. 178, Vesu, Surat",934958,Gujarat,India,Yes,6087312877,wsahota@subramaniam.com,Badminton
RGPV0126,Hansh Warrior,Female,6th,DS,82,81,41,79,62,76,5,67.8,Average,Parinaaz Majumdar,Indrans Raja,A+,30-04-2006,19,Indore,"House No. 29, Vijay Nagar, Indore",540832,Madhya Pradesh,India,Yes,1475847697,ylall@hotmail.com,Football
RGPV0127,Faiyaz Handa,Female,6th,DS,70,60,71,56,68,46,5,60.2,Average,Hrishita Dutt,Rhea Talwar,AB-,23-08-2002,20,Mysuru,"House No. 239, Nazarbad, Mysuru",493867,Karnataka,India,No,489850678,nverma@agarwal.com,
RGPV0128,Kaira Brahmbhatt,Female,6th,AIDS,97,59,50,50,87,40,4,57.2,Poor,Samarth Sandal,Ela Edwin,AB+,15-10-2001,20,Mysuru,"House No. 144, VV Mohalla, Mysuru",766030,Karnataka,India,No,7258162561,gram@master.biz,Chess
RGPV0129,Tushar Dugal,Female,6th,DS,82,65,78,89,88,80,6,80,Excellent,Aniruddh Shankar,Baiju Tank,B+,26-08-2001,20,Lucknow,"House No. 761, Gomti Nagar, Lucknow",383515,Uttar Pradesh,India,Yes,7513756510,jayantsen@hotmail.com,Football
RGPV0130,Pihu Balasubramanian,Female,6th,DS,70,100,63,45,58,51,5,63.4,Average,Onkar Jayaraman,Trisha Mane,O-,19-06-2003,20,Jabalpur,"House No. 613, Wright Town, Jabalpur",879934,Madhya Pradesh,India,No,8782001623,msoni@walla.com,Badminton
RGPV0131,Shaan Bhardwaj,Male,6th,DS,98,97,60,89,56,93,6,79,Excellent,Vardaniya Basak,Rhea Mall,A+,18-04-2000,19,Chennai,"House No. 183, T Nagar, Chennai",454207,Tamil Nadu,India,Yes,115136769,oorja70@hotmail.com,
RGPV0132,Mamooty Sethi,Male,6th,AIML,100,56,67,55,44,85,5,61.4,Average,Aarush Bora,Anaya Bhat,A-,13-05-2002,21,Jalandhar,"House No. 385, Lajpat Nagar, Jalandhar",274141,Punjab,India,Yes,4710090555,venkataramanhimmat@yahoo.com,Chess
RGPV0133,Shaan Kurian,Male,6th,DS,75,77,91,57,93,67,6,77,Excellent,Jayant Sami,Neysa Mahajan,B-,12-10-2003,19,Muzaffarpur,"House No. 676, Mithanpura, Muzaffarpur",597887,Bihar,India,No,2677813320,tripathidishani@gmail.com,Chess
RGPV0134,Misha Dhingra,Male,6th,CSE,69,76,85,97,82,47,6,77.4,Excellent,Stuvan Gala,Tara Vig,AB-,22-11-2000,20,Ludhiana,"House No. 394, Dugri, Ludhiana",899815,Punjab,India,Yes,8453787317,advikaloke@sengupta-sathe.info,
RGPV0135,Advik Wadhwa,Female,6th,AIDS,100,85,90,74,74,57,6,76,Excellent,Arnav Dhingra,Purab Banik,B+,26-04-2001,21,Vadodara,"House No. 271, Fatehgunj, Vadodara",993762,Gujarat,India,Yes,6359138301,samiha62@gmail.com,Chess
RGPV0136,Kismat Zachariah,Female,6th,AIML,75,50,78,74,57,91,5,70,Average,Ojas Acharya,Nitara Goda,AB+,15-09-2003,20,Nagpur,"House No. 648, Dharampeth, Nagpur",710855,Maharashtra,India,Yes,7759280279,gganguly@gmail.com,Chess
RGPV0137,Urvi Kant,Male,6th,AIML,80,96,49,99,85,44,6,74.6,Average,Gatik Anne,Eva Kalita,B-,23-01-2002,20,Bengaluru,"House No. 618, Indiranagar, Bengaluru",358960,Karnataka,India,No,7362378332,yashvisrivastava@raja.com,Chess
RGPV0138,Tejas Buch,Male,6th,CSE,63,64,72,77,83,60,6,71.2,Average,Chirag Srivastava,Shaan Hari,AB-,07-05-2000,19,Jabalpur,"House No. 687, Napier Town, Jabalpur",354452,Madhya Pradesh,India,No,1880184227,alishachaudry@gmail.com,Chess
RGPV0139,Divit Karan,Female,6th,CSIT,73,80,51,83,84,85,6,76.6,Excellent,Khushi Som,Tushar Bhatti,O+,31-05-2001,21,Siliguri,"House No. 679, Pradhan Nagar, Siliguri",279313,West Bengal,India,No,4677991219,gokul85@lal.com,Kabaddi
RGPV0140,Bhamini Vala,Male,6th,DS,77,64,51,66,45,47,4,54.6,Poor,Kiaan Sule,Lakshit Lal,O+,13-06-2001,19,Durgapur,"House No. 59, City Center, Durgapur",446149,West Bengal,India,Yes,4393777126,jayeshguha@yahoo.com,Cricket
RGPV0141,Onkar Sathe,Female,6th,AIML,64,89,61,68,95,54,6,73.4,Average,Manjari Edwin,Mannat Bhatnagar,A-,02-12-2004,19,Kolkata,"House No. 128, Park Street, Kolkata",792793,West Bengal,India,Yes,7549931467,tarini39@bhargava-kothari.net,Badminton
RGPV0142,Kimaya Arora,Female,6th,DS,77,63,44,66,51,49,4,54.6,Poor,Sara Soman,Kiaan Bajaj,O-,04-07-2003,20,Kanpur,"House No. 464, Kidwai Nagar, Kanpur",549747,Uttar Pradesh,India,Yes,2460300077,uthkarsh11@amble.com,
RGPV0143,Kashvi Lala,Male,6th,CSIT,87,45,76,100,44,98,6,72.6,Average,Neysa Gour,Drishya Raj,O+,08-03-2003,21,Kanpur,"House No. 136, Kakadeo, Kanpur",107232,Uttar Pradesh,India,Yes,8659980045,rattilavanya@badal.com,
RGPV0144,Madhup Krish,Female,6th,CSE,60,100,79,96,60,44,6,75.8,Excellent,Bhamini Saran,Nitya Ravel,A-,01-04-2007,20,Jalandhar,"House No. 268, Model Town, Jalandhar",648425,Punjab,India,No,7009542475,ahana-chaudhary@hotmail.com,Kabaddi
RGPV0145,Inaaya  Gopal,Female,6th,CSE,62,46,42,48,89,59,4,56.8,Poor,Tushar Dubey,Nirvaan Srinivasan,AB-,03-03-2003,19,Mumbai,"House No. 728, Andheri, Mumbai",385409,Maharashtra,India,Yes,5825328090,ranganathandevansh@garde.biz,Chess
RGPV0146,Charvi Brahmbhatt,Male,6th,AIML,82,40,67,58,82,76,5,64.6,Average,Ojas Madan,Akarsh Sha,AB-,02-06-2007,20,Amritsar,"House No. 220, GT Road, Amritsar",446687,Punjab,India,No,2652354587,hridaan11@yahoo.com,Badminton
RGPV0147,Keya Subramaniam,Male,6th,CSIT,68,59,65,42,78,85,5,65.8,Average,Ela Devi,Shayak Lata,O+,13-03-2003,20,Durgapur,"House No. 712, City Center, Durgapur",437035,West Bengal,India,Yes,4944647593,zarakumer@hotmail.com,
RGPV0148,Jayan Sunder,Male,6th,AIDS,61,75,72,83,91,63,6,76.8,Excellent,Neelofar Doshi,Vritika Kunda,B+,21-09-2003,19,Pune,"House No. 19, Hinjewadi, Pune",86721,Maharashtra,India,Yes,2974102763,gatikbutala@yahoo.com,Chess
RGPV0149,Ivan Thakkar,Female,6th,AIDS,96,53,79,98,42,57,5,65.8,Average,Onkar Mall,Bhamini Dada,B+,29-04-2005,21,Lucknow,"House No. 440, Hazratganj, Lucknow",76511,Uttar Pradesh,India,No,7824287429,maharajazad@iyer.com,
RGPV0150,Aniruddh Bansal,Male,6th,AIML,77,64,86,49,86,100,6,77,Excellent,Himmat Bala,Keya Sachdeva,AB-,24-09-2002,19,Madurai,"House No. 113, Goripalayam, Madurai",368286,Tamil Nadu,India,No,7534187227,bbalay@hotmail.com,
RGPV0151,Rhea Tella,Male,6th,AIDS,95,98,81,71,90,56,6,79.2,Excellent,Jivin Basak,Rohan Seshadri,AB+,18-10-2001,19,Kanpur,"House No. 542, Kidwai Nagar, Kanpur",207239,Uttar Pradesh,India,No,763076187,jiyadara@wali.com,Football
RGPV0152,Nirvaan Srivastava,Female,6th,DS,74,85,97,88,59,98,7,85.4,Excellent,Nitara Jain,Vaibhav Reddy,A+,11-03-2005,20,Jaipur,"House No. 647, Mansarovar, Jaipur",759396,Rajasthan,India,Yes,7344768260,arnavwalia@hotmail.com,Kabaddi
RGPV0153,Eshani Bahl,Male,6th,DS,66,49,55,68,57,80,5,61.8,Average,Parinaaz Soni,Mohanlal Char,A+,09-09-2005,21,Siliguri,"House No. 727, Pradhan Nagar, Siliguri",624330,West Bengal,India,Yes,3705175696,dharmajan86@bhakta.biz,Chess
RGPV0154,Shamik Divan,Male,6th,CSIT,88,82,57,85,47,47,5,63.6,Average,Vivaan Chandra,Ira Dhillon,B+,17-12-2006,21,Muzaffarpur,"House No. 438, Mithanpura, Muzaffarpur",379395,Bihar,India,Yes,9320595885,wagleneysa@hotmail.com,Badminton
RGPV0155,Abram Dhaliwal,Male,6th,CSE,72,46,52,98,79,44,5,63.8,Average,Kimaya Walla,Kiara Comar,B-,14-02-2008,20,Patna,"House No. 533, Rajendra Nagar, Patna",831925,Bihar,India,No,4628646131,mhegde@karpe.biz,Football
RGPV0156,Kiara Goyal,Female,6th,CSIT,93,42,46,72,81,52,4,58.6,Poor,Shlok Dara,Samiha Chhabra,B+,07-05-2007,19,Jabalpur,"House No. 642, Napier Town, Jabalpur",273798,Madhya Pradesh,India,No,2652537539,aryareyansh@gmail.com,Kabaddi
RGPV0157,Oorja Sachdeva,Male,6th,AIML,81,79,93,60,90,83,7,81,Excellent,Lavanya Rau,Ahana  Dugar,O+,04-04-2002,19,Gaya,"House No. 299, AP Colony, Gaya",879756,Bihar,India,Yes,7905738474,parigoel@wadhwa.net,Football
RGPV0158,Mamooty Sachar,Female,6th,AIML,82,46,97,97,71,87,6,79.6,Excellent,Rania Gulati,Samaira Barad,A+,15-02-2008,20,Indore,"House No. 813, Vijay Nagar, Indore",559478,Madhya Pradesh,India,No,4098243877,magarkimaya@yahoo.com,Badminton
RGPV0159,Dharmajan Kala,Male,6th,AIML,68,70,69,70,66,50,5,65,Average,Diya Sathe,Keya Mander,AB+,27-12-2000,21,Bengaluru,"House No. 519, Indiranagar, Bengaluru",748519,Karnataka,India,Yes,2372883359,bbalan@khatri.com,Chess
RGPV0160,Kartik Chaudhari,Female,6th,CSIT,75,89,60,63,81,59,6,70.4,Average,Jayesh Choudhary,Jayesh Choudhary,A-,11-02-2004,21,Indore,"House No. 633, Vijay Nagar, Indore",405081,Madhya Pradesh,India,No,3672185047,jayan56@bora.org,Chess
RGPV0161,Farhan Dayal,Female,6th,CSIT,84,54,87,72,74,82,6,73.8,Average,Tiya Shenoy,Misha Kannan,B-,01-09-2005,21,Jalandhar,"House No. 806, Model Town, Jalandhar",151760,Punjab,India,Yes,30113873,raunakcomar@hotmail.com,Badminton
RGPV0162,Khushi Maharaj,Female,6th,CSIT,92,75,96,94,40,91,6,79.2,Excellent,Samiha Majumdar,Anya Subramaniam,AB-,10-01-2003,20,Coimbatore,"House No. 861, Saibaba Colony, Coimbatore",404710,Tamil Nadu,India,Yes,8264273668,alishasuresh@gmail.com,
RGPV0163,Saira Sura,Male,6th,AIDS,60,74,78,79,74,49,6,70.8,Average,Vedika Vaidya,Anahita Tiwari,B-,20-09-2006,19,Mangalore,"House No. 216, Bejai, Mangalore",573926,Karnataka,India,No,6463175496,mannat00@yahoo.com,Football
RGPV0164,Emir Aurora,Female,6th,AIML,89,56,78,80,68,85,6,73.4,Average,Shanaya Bose,Lakshay Gaba,AB-,26-05-2000,20,Udaipur,"House No. 730, Fatehpura, Udaipur",576799,Rajasthan,India,Yes,1837272053,ggupta@yahoo.com,Chess
RGPV0165,Taimur Thaman,Female,6th,DS,75,100,82,85,84,69,7,84,Excellent,Aarush Bal,Aarush Garg,A+,14-07-2001,20,Vadodara,"House No. 312, Alkapuri, Vadodara",13791,Gujarat,India,No,5961950421,sachdevjayan@venkataraman-rajan.net,Chess
RGPV0166,Inaaya  Date,Male,6th,AIDS,70,71,73,76,67,47,5,66.8,Average,Yakshit Krishna,Oorja Tara,O-,17-04-2006,20,Vadodara,"House No. 50, Fatehgunj, Vadodara",543788,Gujarat,India,Yes,8779514567,bhayre@yahoo.com,Football
RGPV0167,Shayak Bhakta,Male,6th,CSE,94,76,62,45,72,56,5,62.2,Average,Uthkarsh Sarkar,Ishita Ahluwalia,AB+,08-04-2001,21,Vadodara,"House No. 518, Alkapuri, Vadodara",507607,Gujarat,India,No,8513695182,taimurkrishnan@sodhi-kapur.com,Badminton
RGPV0168,Nishith Korpal,Female,6th,CSE,63,53,63,81,72,88,6,71.4,Average,Darshit Chadha,Aaina Som,O-,29-11-2000,19,Kanpur,"House No. 714, Kidwai Nagar, Kanpur",815655,Uttar Pradesh,India,Yes,9270040309,jivin67@hotmail.com,
RGPV0169,Shamik Chacko,Female,6th,DS,67,70,67,67,93,40,5,67.4,Average,Rania Bal,Divyansh Iyer,AB-,17-06-2007,20,Jabalpur,"House No. 348, Napier Town, Jabalpur",468335,Madhya Pradesh,India,Yes,3191942652,vivaan59@yahoo.com,
RGPV0170,Myra Koshy,Male,6th,DS,77,85,74,89,53,90,6,78.2,Excellent,Vivaan Shenoy,Myra Devi,A-,23-04-2006,20,Jaipur,"House No. 12, Malviya Nagar, Jaipur",924242,Rajasthan,India,No,4543800820,gdani@hotmail.com,Football
RGPV0171,Jayant Ravi,Male,6th,AIDS,83,90,63,41,80,43,5,63.4,Average,Adira Jayaraman,Nitara Ahluwalia,B-,08-03-2002,20,Amritsar,"House No. 697, Ranjit Avenue, Amritsar",944165,Punjab,India,Yes,5721727314,aaryahibalan@gmail.com,Kabaddi
RGPV0172,Vanya Krish,Female,6th,CSE,73,78,44,74,85,55,5,67.2,Average,Yakshit Sur,Jiya Kata,B-,08-04-2006,20,Nagpur,"House No. 938, Dharampeth, Nagpur",748946,Maharashtra,India,No,3323280797,gangulyanika@thakkar.info,Football
RGPV0173,Dhanuk Bala,Female,6th,AIML,81,79,43,49,50,80,5,60.2,Average,Amani Golla,Pihu Savant,O-,14-08-2004,19,Jalandhar,"House No. 865, Lajpat Nagar, Jalandhar",879188,Punjab,India,No,8944870719,ivan65@hotmail.com,Football
RGPV0174,Uthkarsh Reddy,Male,6th,DS,88,49,92,63,59,59,5,64.4,Average,Vritika Tank,Charvi Shroff,A-,06-12-2004,19,Muzaffarpur,"House No. 695, Brahmpura, Muzaffarpur",944393,Bihar,India,No,7742853734,adahshenoy@gmail.com,Chess
RGPV0175,Kabir Khosla,Female,6th,CSE,82,87,64,40,73,90,6,70.8,Average,Ryan Buch,Ayesha Bala,B+,04-06-2004,20,Vadodara,"House No. 162, Alkapuri, Vadodara",67461,Gujarat,India,Yes,502687314,xmagar@swamy.org,Chess
RGPV0176,Rhea Kari,Female,6th,AIML,80,76,54,53,46,83,5,62.4,Average,Vardaniya Choudhary,Ela Vasa,B+,12-12-2004,20,Chennai,"House No. 808, Velachery, Chennai",973339,Tamil Nadu,India,Yes,7873992825,neysa17@hans.com,Football
RGPV0177,Miraya Biswas,Female,6th,AIML,74,92,91,94,77,47,7,80.2,Excellent,Vihaan Bera,Jhanvi Grover,O+,07-10-2001,19,Bengaluru,"House No. 86, Jayanagar, Bengaluru",276552,Karnataka,India,No,1760086460,pranaychhabra@deol.com,Kabaddi
RGPV0178,Saksham Ganesan,Male,6th,DS,88,64,87,84,79,91,7,81,Excellent,Kiaan Kibe,Prerak Ganesh,AB-,31-08-2006,20,Kolkata,"House No. 750, Salt Lake, Kolkata",608623,West Bengal,India,Yes,4948420138,kumeradvika@hotmail.com,Football
RGPV0179,Drishya Mani,Female,6th,CSE,72,50,67,52,93,56,5,63.6,Average,Zoya Rout,Mohanlal Sachdev,A+,22-01-2008,20,Jalandhar,"House No. 936, Model Town, Jalandhar",369772,Punjab,India,No,8457248876,chadhadivyansh@gmail.com,
RGPV0180,Priyansh Goyal,Female,6th,CSIT,86,45,81,57,91,74,5,69.6,Average,Samaira Saran,Anahi Chowdhury,B+,09-12-2007,20,Varanasi,"House No. 669, Lanka, Varanasi",237574,Uttar Pradesh,India,No,528697084,borahayesha@sankar.com,Cricket
RGPV0181,Elakshi Kale,Male,6th,CSE,68,81,45,66,70,50,5,62.4,Average,Samar Babu,Gatik Dutt,AB+,29-01-2002,20,Amritsar,"House No. 477, Lawrence Road, Amritsar",440622,Punjab,India,No,1567940811,asibal@desai.com,Football
RGPV0182,Mishti Raj,Male,6th,CSE,96,46,83,76,73,67,5,69,Average,Saira Dube,Yakshit Hayer,A-,01-12-2006,21,Bengaluru,"House No. 280, Whitefield, Bengaluru",498299,Karnataka,India,Yes,1270850619,kiaratella@kar-batta.org,Kabaddi
RGPV0183,Miraya Contractor,Male,6th,CSIT,79,85,69,75,50,86,6,73,Average,Kimaya Basu,Navya Mammen,AB+,04-03-2005,20,Durgapur,"House No. 61, Bidhannagar, Durgapur",519935,West Bengal,India,No,8343919300,rohan54@sama-bhagat.com,Cricket
RGPV0184,Adah Sibal,Female,6th,CSIT,64,57,85,95,53,79,6,73.8,Average,Himmat Sami,Hrishita Uppal,AB-,25-02-2005,21,Mangalore,"House No. 842, Kadri, Mangalore",502292,Karnataka,India,Yes,1544639150,badalivana@yahoo.com,Chess
RGPV0185,Sandeep Chouhan,Male,6th,DS,94,46,48,59,60,56,4,53.8,Poor,Samar Khalsa,Shanaya Khare,B-,20-03-2001,20,Bengaluru,"House No. 905, Indiranagar, Bengaluru",490944,Karnataka,India,No,5375739855,hunardani@upadhyay-subramaniam.com,Chess
RGPV0186,Saanvi Halder,Female,6th,DS,91,87,75,88,48,69,6,73.4,Average,Divyansh Dhillon,Anvi Khosla,AB-,06-08-2006,19,Jodhpur,"House No. 882, Ratanada, Jodhpur",207889,Rajasthan,India,Yes,582659289,dharmajan09@gmail.com,Badminton
RGPV0187,Divij Raman,Female,6th,CSIT,77,81,83,100,75,70,7,81.8,Excellent,Myra Ramakrishnan,Riya Borde,B-,28-10-2003,20,Varanasi,"House No. 378, Bhelupur, Varanasi",830097,Uttar Pradesh,India,No,4576630749,kahluwalia@hotmail.com,
RGPV0188,Indranil Seshadri,Female,6th,DS,96,55,58,61,75,69,5,63.6,Average,Charvi Bumb,Samar Vasa,AB+,25-10-2005,21,Jodhpur,"House No. 330, Ratanada, Jodhpur",432211,Rajasthan,India,Yes,777054569,zachariaaarush@vora.com,Kabaddi
RGPV0189,Sanket Deshmukh,Male,6th,AIML,68,50,82,65,96,51,5,68.8,Average,Ira Sura,Rasha Keer,B+,27-04-2002,19,Varanasi,"House No. 766, Lanka, Varanasi",640524,Uttar Pradesh,India,Yes,4587478062,msaha@chakrabarti-sengupta.net,Chess
RGPV0190,Emir Gandhi,Female,6th,DS,61,75,87,47,48,64,5,64.2,Average,Tara Bahl,Nitya Bora,A+,13-09-2002,19,Kanpur,"House No. 107, Swaroop Nagar, Kanpur",283034,Uttar Pradesh,India,No,9141146163,amani68@chhabra.biz,Kabaddi
RGPV0191,Saransh Sen,Male,6th,AIDS,66,86,73,57,46,61,5,64.6,Average,Madhup Basu,Riya Ganesan,O-,21-03-2005,20,Gaya,"House No. 19, AP Colony, Gaya",863110,Bihar,India,Yes,8101503668,gsehgal@yahoo.com,Chess
RGPV0192,Nitya Uppal,Male,6th,AIDS,100,66,93,45,96,49,5,69.8,Average,Jivin Shanker,Piya Sagar,AB+,26-05-2000,19,Surat,"House No. 689, Katargam, Surat",429115,Gujarat,India,No,2889769771,renee14@yahoo.com,Cricket
RGPV0193,Urvi Bhavsar,Male,6th,DS,82,41,93,79,87,76,6,75.2,Excellent,Jiya Sagar,Kiaan Iyer,B+,15-01-2002,19,Bhopal,"House No. 184, Arera Colony, Bhopal",226320,Madhya Pradesh,India,Yes,1312109719,aradhya50@bhat.biz,
RGPV0194,Prisha Deep,Female,6th,AIDS,67,89,87,80,55,52,6,72.6,Average,Raghav Sahota,Seher Thaman,O+,28-09-2007,19,Ahmedabad,"House No. 376, Satellite, Ahmedabad",508468,Gujarat,India,Yes,975590821,akarsh87@sodhi.org,Kabaddi
